STORE,CALENDAR_DATE,PRICE,QUANTITY,SELL_ID,SELL_CATEGORY,ITEM_ID,ITEM_NAME,YEAR,HOLIDAY,IS_WEEKEND,IS_SCHOOLBREAK,AVERAGE_TEMPERATURE,IS_OUTDOOR,weekdays,day,month,SEASONS
1,2012-01-21,12.6,40,2053,2,7821,BURGER,2012,Non Holiday,1,0,26.6,0,Saturday,21,January,Winter
1,2012-01-21,12.6,40,2053,2,5030,COKE,2012,Non Holiday,1,0,26.6,0,Saturday,21,January,Winter
1,2012-01-21,12.6,40,2053,2,3052,COFFEE,2012,Non Holiday,1,0,26.6,0,Saturday,21,January,Winter
1,2012-01-22,15.5,74,1070,0,7821,BURGER,2012,Non Holiday,1,0,24.8,0,Sunday,22,January,Winter
1,2012-01-22,12.73,30,2051,2,7821,BURGER,2012,Non Holiday,1,0,24.8,0,Sunday,22,January,Winter
1,2012-01-22,12.73,30,2051,2,5030,COKE,2012,Non Holiday,1,0,24.8,0,Sunday,22,January,Winter
1,2012-01-22,12.75,16,2052,2,7821,BURGER,2012,Non Holiday,1,0,24.8,0,Sunday,22,January,Winter
1,2012-01-22,12.75,16,2052,2,6249,LEMONADE,2012,Non Holiday,1,0,24.8,0,Sunday,22,January,Winter
1,2012-01-22,12.6,34,2053,2,7821,BURGER,2012,Non Holiday,1,0,24.8,0,Sunday,22,January,Winter
1,2012-01-22,12.6,34,2053,2,5030,COKE,2012,Non Holiday,1,0,24.8,0,Sunday,22,January,Winter
1,2012-01-22,12.6,34,2053,2,3052,COFFEE,2012,Non Holiday,1,0,24.8,0,Sunday,22,January,Winter
1,2012-01-23,15.5,108,1070,0,7821,BURGER,2012,Non Holiday,0,0,23.0,0,Monday,23,January,Winter
1,2012-01-23,12.73,38,2051,2,7821,BURGER,2012,Non Holiday,0,0,23.0,0,Monday,23,January,Winter
1,2012-01-23,12.73,38,2051,2,5030,COKE,2012,Non Holiday,0,0,23.0,0,Monday,23,January,Winter
1,2012-01-23,12.75,20,2052,2,7821,BURGER,2012,Non Holiday,0,0,23.0,0,Monday,23,January,Winter
1,2012-01-23,12.75,20,2052,2,6249,LEMONADE,2012,Non Holiday,0,0,23.0,0,Monday,23,January,Winter
1,2012-01-23,12.6,52,2053,2,7821,BURGER,2012,Non Holiday,0,0,23.0,0,Monday,23,January,Winter
1,2012-01-23,12.6,52,2053,2,5030,COKE,2012,Non Holiday,0,0,23.0,0,Monday,23,January,Winter
1,2012-01-23,12.6,52,2053,2,3052,COFFEE,2012,Non Holiday,0,0,23.0,0,Monday,23,January,Winter
1,2012-01-24,15.5,100,1070,0,7821,BURGER,2012,Non Holiday,0,0,24.8,0,Tuesday,24,January,Winter
1,2012-01-24,12.73,36,2051,2,7821,BURGER,2012,Non Holiday,0,0,24.8,0,Tuesday,24,January,Winter
1,2012-01-24,12.73,36,2051,2,5030,COKE,2012,Non Holiday,0,0,24.8,0,Tuesday,24,January,Winter
1,2012-01-24,12.75,26,2052,2,7821,BURGER,2012,Non Holiday,0,0,24.8,0,Tuesday,24,January,Winter
1,2012-01-24,12.75,26,2052,2,6249,LEMONADE,2012,Non Holiday,0,0,24.8,0,Tuesday,24,January,Winter
1,2012-01-24,12.6,56,2053,2,7821,BURGER,2012,Non Holiday,0,0,24.8,0,Tuesday,24,January,Winter
1,2012-01-24,12.6,56,2053,2,5030,COKE,2012,Non Holiday,0,0,24.8,0,Tuesday,24,January,Winter
1,2012-01-24,12.6,56,2053,2,3052,COFFEE,2012,Non Holiday,0,0,24.8,0,Tuesday,24,January,Winter
1,2012-01-25,15.5,100,1070,0,7821,BURGER,2012,Non Holiday,0,0,23.0,0,Wednesday,25,January,Winter
1,2012-01-25,12.73,38,2051,2,7821,BURGER,2012,Non Holiday,0,0,23.0,0,Wednesday,25,January,Winter
1,2012-01-25,12.73,38,2051,2,5030,COKE,2012,Non Holiday,0,0,23.0,0,Wednesday,25,January,Winter
1,2012-01-25,12.75,26,2052,2,7821,BURGER,2012,Non Holiday,0,0,23.0,0,Wednesday,25,January,Winter
1,2012-01-25,12.75,26,2052,2,6249,LEMONADE,2012,Non Holiday,0,0,23.0,0,Wednesday,25,January,Winter
1,2012-01-25,12.6,60,2053,2,7821,BURGER,2012,Non Holiday,0,0,23.0,0,Wednesday,25,January,Winter
1,2012-01-25,12.6,60,2053,2,5030,COKE,2012,Non Holiday,0,0,23.0,0,Wednesday,25,January,Winter
1,2012-01-25,12.6,60,2053,2,3052,COFFEE,2012,Non Holiday,0,0,23.0,0,Wednesday,25,January,Winter
1,2012-01-26,15.5,106,1070,0,7821,BURGER,2012,Non Holiday,0,0,24.8,0,Thursday,26,January,Winter
1,2012-01-26,12.73,38,2051,2,7821,BURGER,2012,Non Holiday,0,0,24.8,0,Thursday,26,January,Winter
1,2012-01-26,12.73,38,2051,2,5030,COKE,2012,Non Holiday,0,0,24.8,0,Thursday,26,January,Winter
1,2012-01-26,12.75,26,2052,2,7821,BURGER,2012,Non Holiday,0,0,24.8,0,Thursday,26,January,Winter
1,2012-01-26,12.75,26,2052,2,6249,LEMONADE,2012,Non Holiday,0,0,24.8,0,Thursday,26,January,Winter
1,2012-01-26,12.6,52,2053,2,7821,BURGER,2012,Non Holiday,0,0,24.8,0,Thursday,26,January,Winter
1,2012-01-26,12.6,52,2053,2,5030,COKE,2012,Non Holiday,0,0,24.8,0,Thursday,26,January,Winter
1,2012-01-26,12.6,52,2053,2,3052,COFFEE,2012,Non Holiday,0,0,24.8,0,Thursday,26,January,Winter
1,2012-01-27,15.5,86,1070,0,7821,BURGER,2012,Non Holiday,0,0,32.0,1,Friday,27,January,Winter
1,2012-01-27,12.73,28,2051,2,7821,BURGER,2012,Non Holiday,0,0,32.0,1,Friday,27,January,Winter
1,2012-01-27,12.73,28,2051,2,5030,COKE,2012,Non Holiday,0,0,32.0,1,Friday,27,January,Winter
1,2012-01-27,12.75,18,2052,2,7821,BURGER,2012,Non Holiday,0,0,32.0,1,Friday,27,January,Winter
1,2012-01-27,12.75,18,2052,2,6249,LEMONADE,2012,Non Holiday,0,0,32.0,1,Friday,27,January,Winter
1,2012-01-27,12.6,46,2053,2,7821,BURGER,2012,Non Holiday,0,0,32.0,1,Friday,27,January,Winter
1,2012-01-27,12.6,46,2053,2,5030,COKE,2012,Non Holiday,0,0,32.0,1,Friday,27,January,Winter
1,2012-01-27,12.6,46,2053,2,3052,COFFEE,2012,Non Holiday,0,0,32.0,1,Friday,27,January,Winter
1,2012-01-28,15.5,62,1070,0,7821,BURGER,2012,Non Holiday,1,0,32.0,1,Saturday,28,January,Winter
1,2012-01-28,12.73,24,2051,2,7821,BURGER,2012,Non Holiday,1,0,32.0,1,Saturday,28,January,Winter
1,2012-01-28,12.73,24,2051,2,5030,COKE,2012,Non Holiday,1,0,32.0,1,Saturday,28,January,Winter
1,2012-01-28,12.75,14,2052,2,7821,BURGER,2012,Non Holiday,1,0,32.0,1,Saturday,28,January,Winter
1,2012-01-28,12.75,14,2052,2,6249,LEMONADE,2012,Non Holiday,1,0,32.0,1,Saturday,28,January,Winter
1,2012-01-28,12.6,34,2053,2,7821,BURGER,2012,Non Holiday,1,0,32.0,1,Saturday,28,January,Winter
1,2012-01-28,12.6,34,2053,2,5030,COKE,2012,Non Holiday,1,0,32.0,1,Saturday,28,January,Winter
1,2012-01-28,12.6,34,2053,2,3052,COFFEE,2012,Non Holiday,1,0,32.0,1,Saturday,28,January,Winter
1,2012-01-29,15.5,70,1070,0,7821,BURGER,2012,Non Holiday,1,0,23.0,0,Sunday,29,January,Winter
